filename,category,duration (milliseconds)
1-100032-A-0_dog.wav,dog,2737
1-100038-A-14_chirping-birds.wav,chirping-birds,5000
1-100210-A-36_vacuum-cleaner.wav,vacuum-cleaner,4999
1-100210-B-36_vacuum-cleaner.wav,vacuum-cleaner,5000
1-101296-A-19_thunderstorm.wav,thunderstorm,4797
1-101296-B-19_thunderstorm.wav,thunderstorm,3988
1-101336-A-30_door-wood-knock.wav,door-wood-knock,4916
1-101404-A-34_can-opening.wav,can-opening,4911
1-103298-A-9_crow.wav,crow,5000
1-103995-A-30_door-wood-knock.wav,door-wood-knock,4977
1-103999-A-30_door-wood-knock.wav,door-wood-knock,4976
1-104089-A-22_clapping.wav,clapping,4949
1-104089-B-22_clapping.wav,clapping,5000
1-105224-A-22_clapping.wav,clapping,5000
1-110389-A-0_dog.wav,dog,4983
1-110537-A-22_clapping.wav,clapping,5000
1-115521-A-19_thunderstorm.wav,thunderstorm,5000
1-115545-A-48_fireworks.wav,fireworks,5000
1-115545-B-48_fireworks.wav,fireworks,4758
1-115545-C-48_fireworks.wav,fireworks,4488
1-115546-A-48_fireworks.wav,fireworks,4354
1-115920-A-22_clapping.wav,clapping,4832
1-115920-B-22_clapping.wav,clapping,5000
1-115921-A-22_clapping.wav,clapping,4878
1-116765-A-41_chainsaw.wav,chainsaw,5000
1-11687-A-47_airplane.wav,airplane,5000
1-118206-A-31_mouse-click.wav,mouse-click,4534
1-118559-A-17_pouring-water.wav,pouring-water,3222
1-119125-A-45_train.wav,train,5000
1-121951-A-8_sheep.wav,sheep,4554
1-12653-A-15_water-drops.wav,water-drops,4975
1-12654-A-15_water-drops.wav,water-drops,4118
1-12654-B-15_water-drops.wav,water-drops,4231
1-13571-A-46_church-bells.wav,church-bells,5000
1-13572-A-46_church-bells.wav,church-bells,5000
1-13613-A-37_clock-alarm.wav,clock-alarm,5000
1-137-A-32_keyboard-typing.wav,keyboard-typing,4936
1-137296-A-16_wind.wav,wind,5000
1-14262-A-37_clock-alarm.wav,clock-alarm,4996
1-155858-A-25_footsteps.wav,footsteps,4644
1-155858-B-25_footsteps.wav,footsteps,4997
1-155858-C-25_footsteps.wav,footsteps,4787
1-155858-D-25_footsteps.wav,footsteps,4867
1-155858-E-25_footsteps.wav,footsteps,4997
1-155858-F-25_footsteps.wav,footsteps,4612
1-15689-A-4_frog.wav,frog,4635
1-15689-B-4_frog.wav,frog,4674
1-160563-A-48_fireworks.wav,fireworks,4998
1-160563-B-48_fireworks.wav,fireworks,4556
1-16568-A-3_cow.wav,cow,5000
1-16746-A-15_water-drops.wav,water-drops,5000
1-17092-A-27_brushing-teeth.wav,brushing-teeth,4895
1-17092-B-27_brushing-teeth.wav,brushing-teeth,4990
1-17124-A-43_car-horn.wav,car-horn,5000
1-17150-A-12_crackling-fire.wav,crackling-fire,4932
1-172649-A-40_helicopter.wav,helicopter,5000
1-172649-B-40_helicopter.wav,helicopter,5000
1-172649-C-40_helicopter.wav,helicopter,5000
1-172649-D-40_helicopter.wav,helicopter,5000
1-172649-E-40_helicopter.wav,helicopter,5000
1-172649-F-40_helicopter.wav,helicopter,5000
1-17295-A-29_drinking-sipping.wav,drinking-sipping,4914
1-17367-A-10_rain.wav,rain,5000
1-17565-A-12_crackling-fire.wav,crackling-fire,4975
1-17585-A-7_insects.wav,insects,5000
1-17742-A-12_crackling-fire.wav,crackling-fire,4825
1-17808-A-12_crackling-fire.wav,crackling-fire,5000
1-17808-B-12_crackling-fire.wav,crackling-fire,5000
1-1791-A-26_laughing.wav,laughing,4998
1-17970-A-4_frog.wav,frog,5000
1-18074-A-6_hen.wav,hen,4799
1-18074-B-6_hen.wav,hen,4217
1-181071-A-40_helicopter.wav,helicopter,5000
1-181071-B-40_helicopter.wav,helicopter,5000
1-18527-A-44_engine.wav,engine,4999
1-18527-B-44_engine.wav,engine,5000
1-18631-A-23_breathing.wav,breathing,5000
1-18655-A-31_mouse-click.wav,mouse-click,4871
1-187207-A-20_crying-baby.wav,crying-baby,4697
1-18755-A-4_frog.wav,frog,5000
1-18755-B-4_frog.wav,frog,5000
1-18757-A-4_frog.wav,frog,5000
1-18810-A-49_hand-saw.wav,hand-saw,4895
1-19026-A-43_car-horn.wav,car-horn,4969
1-19111-A-24_coughing.wav,coughing,4991
1-19118-A-24_coughing.wav,coughing,4902
1-19501-A-7_insects.wav,insects,5000
1-196660-A-8_sheep.wav,sheep,4999
1-196660-B-8_sheep.wav,sheep,5000
1-19840-A-36_vacuum-cleaner.wav,vacuum-cleaner,5000
1-19872-A-36_vacuum-cleaner.wav,vacuum-cleaner,5000
1-19872-B-36_vacuum-cleaner.wav,vacuum-cleaner,5000
1-19898-A-41_chainsaw.wav,chainsaw,4797
1-19898-B-41_chainsaw.wav,chainsaw,4999
1-19898-C-41_chainsaw.wav,chainsaw,4965
1-20133-A-39_glass-breaking.wav,glass-breaking,5000
1-202111-A-3_cow.wav,cow,4836
1-20545-A-28_snoring.wav,snoring,5000
1-20736-A-18_toilet-flush.wav,toilet-flush,5000
1-208757-A-2_pig.wav,pig,5000
1-208757-B-2_pig.wav,pig,5000
1-208757-C-2_pig.wav,pig,5000
1-208757-D-2_pig.wav,pig,5000
1-208757-E-2_pig.wav,pig,5000
1-211527-A-20_crying-baby.wav,crying-baby,4708
1-211527-B-20_crying-baby.wav,crying-baby,5000
1-211527-C-20_crying-baby.wav,crying-baby,4943
1-21189-A-10_rain.wav,rain,5000
1-21421-A-46_church-bells.wav,church-bells,5000
1-21896-A-35_washing-machine.wav,washing-machine,5000
1-21934-A-38_clock-tick.wav,clock-tick,4862
1-21935-A-38_clock-tick.wav,clock-tick,4902
1-223162-A-25_footsteps.wav,footsteps,4984
1-22694-A-20_crying-baby.wav,crying-baby,4505
1-22694-B-20_crying-baby.wav,crying-baby,4698
1-22804-A-46_church-bells.wav,church-bells,5000
1-22882-A-44_engine.wav,engine,5000
1-23094-A-15_water-drops.wav,water-drops,4644
1-23094-B-15_water-drops.wav,water-drops,4647
1-23222-A-19_thunderstorm.wav,thunderstorm,5000
1-23222-B-19_thunderstorm.wav,thunderstorm,4972
1-23706-A-49_hand-saw.wav,hand-saw,4992
1-23996-A-35_washing-machine.wav,washing-machine,5000
1-23996-B-35_washing-machine.wav,washing-machine,5000
1-24074-A-43_car-horn.wav,car-horn,5000
1-24076-A-43_car-horn.wav,car-horn,5000
1-24524-A-19_thunderstorm.wav,thunderstorm,4747
1-24524-B-19_thunderstorm.wav,thunderstorm,4200
1-24524-C-19_thunderstorm.wav,thunderstorm,4149
1-24796-A-47_airplane.wav,airplane,5000
1-254507-A-43_car-horn.wav,car-horn,5000
1-25777-A-48_fireworks.wav,fireworks,4810
1-25781-A-48_fireworks.wav,fireworks,4749
1-260640-A-2_pig.wav,pig,5000
1-260640-B-2_pig.wav,pig,5000
1-260640-C-2_pig.wav,pig,5000
1-26143-A-21_sneezing.wav,sneezing,4866
1-26176-A-43_car-horn.wav,car-horn,5000
1-26177-A-43_car-horn.wav,car-horn,5000
1-26188-A-30_door-wood-knock.wav,door-wood-knock,4682
1-26222-A-10_rain.wav,rain,5000
1-26806-A-1_rooster.wav,rooster,4991
1-27165-A-35_washing-machine.wav,washing-machine,5000
1-27166-A-35_washing-machine.wav,washing-machine,5000
1-27403-A-28_snoring.wav,snoring,4820
1-27405-A-28_snoring.wav,snoring,4476
1-27724-A-1_rooster.wav,rooster,5000
1-28005-A-18_toilet-flush.wav,toilet-flush,5000
1-28135-A-11_sea-waves.wav,sea-waves,5000
1-28135-B-11_sea-waves.wav,sea-waves,5000
1-28808-A-43_car-horn.wav,car-horn,5000
1-29532-A-16_wind.wav,wind,5000
1-29561-A-10_rain.wav,rain,5000
1-29680-A-21_sneezing.wav,sneezing,4937
1-30039-A-26_laughing.wav,laughing,5000
1-30043-A-26_laughing.wav,laughing,4988
1-30214-A-18_toilet-flush.wav,toilet-flush,3708
1-30226-A-0_dog.wav,dog,4062
1-30344-A-0_dog.wav,dog,4843
1-30709-A-23_breathing.wav,breathing,4991
1-30709-B-23_breathing.wav,breathing,4991
1-30709-C-23_breathing.wav,breathing,5000
1-30830-A-24_coughing.wav,coughing,5000
1-31251-A-6_hen.wav,hen,5000
1-31251-B-6_hen.wav,hen,5000
1-31482-A-42_siren.wav,siren,5000
1-31482-B-42_siren.wav,siren,5000
1-31748-A-21_sneezing.wav,sneezing,4783
1-31836-A-4_frog.wav,frog,5000
1-31836-B-4_frog.wav,frog,4998
1-32318-A-0_dog.wav,dog,4867
1-32373-A-35_washing-machine.wav,washing-machine,5000
1-32373-B-35_washing-machine.wav,washing-machine,5000
1-32579-A-29_drinking-sipping.wav,drinking-sipping,4849
1-33658-A-26_laughing.wav,laughing,5000
1-34094-A-5_cat.wav,cat,5000
1-34094-B-5_cat.wav,cat,5000
1-34119-A-1_rooster.wav,rooster,4877
1-34119-B-1_rooster.wav,rooster,4967
1-34495-A-14_chirping-birds.wav,chirping-birds,5000
1-34497-A-14_chirping-birds.wav,chirping-birds,5000
1-34853-A-37_clock-alarm.wav,clock-alarm,4976
1-35687-A-38_clock-tick.wav,clock-tick,4796
1-36164-A-26_laughing.wav,laughing,4893
1-36164-B-26_laughing.wav,laughing,4995
1-36393-A-23_breathing.wav,breathing,4384
1-36397-A-23_breathing.wav,breathing,4909
1-36400-A-23_breathing.wav,breathing,4775
1-36402-A-23_breathing.wav,breathing,4802
1-36929-A-47_airplane.wav,airplane,5000
1-37226-A-29_drinking-sipping.wav,drinking-sipping,4997
1-38559-A-14_chirping-birds.wav,chirping-birds,4918
1-38560-A-14_chirping-birds.wav,chirping-birds,5000
1-39835-A-9_crow.wav,crow,4994
1-39835-B-9_crow.wav,crow,4996
1-39901-A-11_sea-waves.wav,sea-waves,5000
1-39901-B-11_sea-waves.wav,sea-waves,5000
1-39923-A-1_rooster.wav,rooster,4946
1-39937-A-28_snoring.wav,snoring,5000
1-40154-A-46_church-bells.wav,church-bells,5000
1-40621-A-28_snoring.wav,snoring,4394
1-40730-A-1_rooster.wav,rooster,4991
1-40967-A-28_snoring.wav,snoring,1372
1-41615-A-34_can-opening.wav,can-opening,4809
1-4211-A-12_crackling-fire.wav,crackling-fire,5000
1-42139-A-38_clock-tick.wav,clock-tick,5000
1-43382-A-1_rooster.wav,rooster,4953
1-43760-A-11_sea-waves.wav,sea-waves,5000
1-43764-A-34_can-opening.wav,can-opening,4314
1-43807-A-47_airplane.wav,airplane,5000
1-43807-B-47_airplane.wav,airplane,5000
1-43807-C-47_airplane.wav,airplane,5000
1-43807-D-47_airplane.wav,airplane,5000
1-44831-A-1_rooster.wav,rooster,4971
1-45641-A-27_brushing-teeth.wav,brushing-teeth,5000
1-45645-A-31_mouse-click.wav,mouse-click,3912
1-46040-A-14_chirping-birds.wav,chirping-birds,3574
1-46272-A-12_crackling-fire.wav,crackling-fire,5000
1-46274-A-18_toilet-flush.wav,toilet-flush,4789
1-46353-A-49_hand-saw.wav,hand-saw,5000
1-46744-A-36_vacuum-cleaner.wav,vacuum-cleaner,5000
1-46938-A-7_insects.wav,insects,5000
1-46938-B-7_insects.wav,insects,5000
1-47250-A-41_chainsaw.wav,chainsaw,5000
1-47250-B-41_chainsaw.wav,chainsaw,5000
1-47273-A-21_sneezing.wav,sneezing,4919
1-47274-A-21_sneezing.wav,sneezing,4756
1-47709-A-16_wind.wav,wind,5000
1-47714-A-16_wind.wav,wind,5000
1-47819-A-5_cat.wav,cat,4619
1-47819-B-5_cat.wav,cat,4542
1-47819-C-5_cat.wav,cat,4059
1-47923-A-28_snoring.wav,snoring,5000
1-48298-A-46_church-bells.wav,church-bells,5000
1-48413-A-38_clock-tick.wav,clock-tick,4854
1-49098-A-35_washing-machine.wav,washing-machine,5000
1-49409-A-8_sheep.wav,sheep,5000
1-49409-B-8_sheep.wav,sheep,5000
1-50060-A-10_rain.wav,rain,5000
1-50454-A-44_engine.wav,engine,4999
1-50455-A-44_engine.wav,engine,5000
1-50623-A-15_water-drops.wav,water-drops,3774
1-50625-A-17_pouring-water.wav,pouring-water,4486
1-50661-A-44_engine.wav,engine,5000
1-50688-A-17_pouring-water.wav,pouring-water,4813
1-51035-A-16_wind.wav,wind,5000
1-51036-A-16_wind.wav,wind,5000
1-51037-A-16_wind.wav,wind,5000
1-51147-A-25_footsteps.wav,footsteps,4965
1-51170-A-18_toilet-flush.wav,toilet-flush,5000
1-51433-A-17_pouring-water.wav,pouring-water,4981
1-51436-A-17_pouring-water.wav,pouring-water,4349
1-51805-A-33_door-wood-creaks.wav,door-wood-creaks,4588
1-51805-B-33_door-wood-creaks.wav,door-wood-creaks,5000
1-51805-C-33_door-wood-creaks.wav,door-wood-creaks,4917
1-51805-D-33_door-wood-creaks.wav,door-wood-creaks,4909
1-51805-E-33_door-wood-creaks.wav,door-wood-creaks,4997
1-51805-F-33_door-wood-creaks.wav,door-wood-creaks,5000
1-51805-G-33_door-wood-creaks.wav,door-wood-creaks,4945
1-51805-H-33_door-wood-creaks.wav,door-wood-creaks,5000
1-52266-A-24_coughing.wav,coughing,5000
1-52290-A-30_door-wood-knock.wav,door-wood-knock,4909
1-52323-A-24_coughing.wav,coughing,5000
1-53444-A-28_snoring.wav,snoring,5000
1-53467-A-47_airplane.wav,airplane,5000
1-53501-A-32_keyboard-typing.wav,keyboard-typing,4999
1-53663-A-24_coughing.wav,coughing,5000
1-53670-A-18_toilet-flush.wav,toilet-flush,4985
1-54065-A-45_train.wav,train,5000
1-54065-B-45_train.wav,train,5000
1-54084-A-42_siren.wav,siren,5000
1-54505-A-21_sneezing.wav,sneezing,3566
1-54747-A-46_church-bells.wav,church-bells,5000
1-54752-A-18_toilet-flush.wav,toilet-flush,4909
1-54918-A-14_chirping-birds.wav,chirping-birds,4999
1-54918-B-14_chirping-birds.wav,chirping-birds,5000
1-54958-A-10_rain.wav,rain,5000
1-56233-A-9_crow.wav,crow,4942
1-56234-A-9_crow.wav,crow,5000
1-56269-A-18_toilet-flush.wav,toilet-flush,5000
1-56270-A-29_drinking-sipping.wav,drinking-sipping,4797
1-56311-A-10_rain.wav,rain,5000
1-56380-A-5_cat.wav,cat,4411
1-56380-B-5_cat.wav,cat,4983
1-56907-A-46_church-bells.wav,church-bells,5000
1-57163-A-38_clock-tick.wav,clock-tick,4969
1-57316-A-13_crickets.wav,crickets,5000
1-57318-A-13_crickets.wav,crickets,5000
1-57795-A-8_sheep.wav,sheep,4839
1-58277-A-3_cow.wav,cow,5000
1-58792-A-24_coughing.wav,coughing,5000
1-58846-A-34_can-opening.wav,can-opening,4417
1-58923-A-27_brushing-teeth.wav,brushing-teeth,5000
1-58923-B-27_brushing-teeth.wav,brushing-teeth,5000
1-59102-A-13_crickets.wav,crickets,5000
1-59324-A-21_sneezing.wav,sneezing,4745
1-59513-A-0_dog.wav,dog,4978
1-5996-A-6_hen.wav,hen,5000
1-60460-A-36_vacuum-cleaner.wav,vacuum-cleaner,5000
1-60676-A-34_can-opening.wav,can-opening,4609
1-60997-A-20_crying-baby.wav,crying-baby,4702
1-60997-B-20_crying-baby.wav,crying-baby,4855
1-61212-A-32_keyboard-typing.wav,keyboard-typing,4971
1-61221-A-17_pouring-water.wav,pouring-water,4896
1-61252-A-11_sea-waves.wav,sea-waves,5000
1-61261-A-44_engine.wav,engine,5000
1-61534-A-27_brushing-teeth.wav,brushing-teeth,4946
1-62509-A-45_train.wav,train,5000
1-62565-A-44_engine.wav,engine,5000
1-62594-A-32_keyboard-typing.wav,keyboard-typing,4995
1-62849-A-38_clock-tick.wav,clock-tick,4704
1-62850-A-38_clock-tick.wav,clock-tick,4805
1-63679-A-24_coughing.wav,coughing,5000
1-63871-A-10_rain.wav,rain,5000
1-64398-A-41_chainsaw.wav,chainsaw,4332
1-64398-B-41_chainsaw.wav,chainsaw,5000
1-64473-A-45_train.wav,train,5000
1-65483-A-13_crickets.wav,crickets,5000
1-67033-A-37_clock-alarm.wav,clock-alarm,4655
1-67152-A-17_pouring-water.wav,pouring-water,4986
1-67230-A-29_drinking-sipping.wav,drinking-sipping,4509
1-67432-A-27_brushing-teeth.wav,brushing-teeth,5000
1-68628-A-27_brushing-teeth.wav,brushing-teeth,4999
1-68670-A-34_can-opening.wav,can-opening,4154
1-68734-A-34_can-opening.wav,can-opening,4152
1-69165-A-34_can-opening.wav,can-opening,4218
1-69422-A-3_cow.wav,cow,5000
1-69641-A-3_cow.wav,cow,5000
1-69760-A-16_wind.wav,wind,5000
1-70300-A-45_train.wav,train,5000
1-7057-A-12_crackling-fire.wav,crackling-fire,4632
1-71030-A-6_hen.wav,hen,5000
1-72195-A-37_clock-alarm.wav,clock-alarm,3718
1-72195-B-37_clock-alarm.wav,clock-alarm,4956
1-72229-A-6_hen.wav,hen,5000
1-72229-B-6_hen.wav,hen,5000
1-72695-A-26_laughing.wav,laughing,4591
1-73123-A-26_laughing.wav,laughing,5000
1-73585-A-7_insects.wav,insects,5000
1-74517-A-37_clock-alarm.wav,clock-alarm,5000
1-7456-A-13_crickets.wav,crickets,5000
1-75162-A-9_crow.wav,crow,4917
1-75189-A-7_insects.wav,insects,5000
1-75190-A-8_sheep.wav,sheep,5000
1-76831-A-42_siren.wav,siren,5000
1-76831-B-42_siren.wav,siren,5000
1-76831-C-42_siren.wav,siren,5000
1-76831-D-42_siren.wav,siren,5000
1-76831-E-42_siren.wav,siren,5000
1-77160-A-3_cow.wav,cow,5000
1-77241-A-3_cow.wav,cow,5000
1-79113-A-5_cat.wav,cat,4988
1-79146-A-29_drinking-sipping.wav,drinking-sipping,4925
1-79220-A-17_pouring-water.wav,pouring-water,4957
1-79236-A-36_vacuum-cleaner.wav,vacuum-cleaner,4979
1-79711-A-32_keyboard-typing.wav,keyboard-typing,4987
1-7973-A-7_insects.wav,insects,4050
1-7974-A-49_hand-saw.wav,hand-saw,5000
1-7974-B-49_hand-saw.wav,hand-saw,5000
1-80785-A-7_insects.wav,insects,5000
1-80840-A-13_crickets.wav,crickets,3662
1-80841-A-13_crickets.wav,crickets,5000
1-81001-A-30_door-wood-knock.wav,door-wood-knock,4999
1-81001-B-30_door-wood-knock.wav,door-wood-knock,5000
1-81269-A-3_cow.wav,cow,4998
1-81851-A-31_mouse-click.wav,mouse-click,3884
1-81883-A-21_sneezing.wav,sneezing,3927
1-82817-A-30_door-wood-knock.wav,door-wood-knock,4957
1-84393-A-32_keyboard-typing.wav,keyboard-typing,4979
1-84536-A-39_glass-breaking.wav,glass-breaking,4431
1-84704-A-39_glass-breaking.wav,glass-breaking,4895
1-84705-A-39_glass-breaking.wav,glass-breaking,5000
1-85123-A-31_mouse-click.wav,mouse-click,4999
1-85168-A-39_glass-breaking.wav,glass-breaking,4987
1-85184-A-39_glass-breaking.wav,glass-breaking,4996
1-85362-A-0_dog.wav,dog,4967
1-85909-A-29_drinking-sipping.wav,drinking-sipping,4424
1-87565-A-29_drinking-sipping.wav,drinking-sipping,5000
1-88409-A-45_train.wav,train,5000
1-88409-B-45_train.wav,train,5000
1-88574-A-8_sheep.wav,sheep,5000
1-88807-A-39_glass-breaking.wav,glass-breaking,4668
1-90797-A-15_water-drops.wav,water-drops,4824
1-91359-A-11_sea-waves.wav,sea-waves,5000
1-91359-B-11_sea-waves.wav,sea-waves,5000
1-94036-A-22_clapping.wav,clapping,5000
1-94231-A-32_keyboard-typing.wav,keyboard-typing,1603
1-94231-B-32_keyboard-typing.wav,keyboard-typing,4988
1-95563-A-31_mouse-click.wav,mouse-click,4870
1-96890-A-37_clock-alarm.wav,clock-alarm,5000
1-96950-A-9_crow.wav,crow,4899
1-96950-B-9_crow.wav,crow,4999
1-97392-A-0_dog.wav,dog,4936
1-977-A-39_glass-breaking.wav,glass-breaking,5000
1-97793-A-31_mouse-click.wav,mouse-click,4796
1-9841-A-13_crickets.wav,crickets,4390
1-9886-A-49_hand-saw.wav,hand-saw,4999
1-9887-A-49_hand-saw.wav,hand-saw,4992
1-9887-B-49_hand-saw.wav,hand-saw,5000
1-99958-A-31_mouse-click.wav,mouse-click,4937
2-100648-A-43_car-horn.wav,car-horn,5000
2-100786-A-1_rooster.wav,rooster,4975
2-101676-A-10_rain.wav,rain,5000
2-102414-A-17_pouring-water.wav,pouring-water,3661
2-102414-B-17_pouring-water.wav,pouring-water,4989
2-102414-C-17_pouring-water.wav,pouring-water,4997
2-102414-D-17_pouring-water.wav,pouring-water,2482
2-102414-E-17_pouring-water.wav,pouring-water,5000
2-102414-F-17_pouring-water.wav,pouring-water,4997
2-102414-G-17_pouring-water.wav,pouring-water,4999
2-102435-A-37_clock-alarm.wav,clock-alarm,4999
2-102567-A-35_washing-machine.wav,washing-machine,5000
2-102567-B-35_washing-machine.wav,washing-machine,5000
2-102567-C-35_washing-machine.wav,washing-machine,5000
2-102567-D-35_washing-machine.wav,washing-machine,5000
2-102568-A-35_washing-machine.wav,washing-machine,5000
2-102581-A-29_drinking-sipping.wav,drinking-sipping,2717
2-102581-B-29_drinking-sipping.wav,drinking-sipping,4654
2-102852-A-11_sea-waves.wav,sea-waves,5000
2-103423-A-3_cow.wav,cow,5000
2-103424-A-3_cow.wav,cow,5000
2-103426-A-3_cow.wav,cow,5000
2-103427-A-3_cow.wav,cow,5000
2-103428-A-3_cow.wav,cow,5000
2-104105-A-19_thunderstorm.wav,thunderstorm,5000
2-104105-B-19_thunderstorm.wav,thunderstorm,5000
2-104168-A-32_keyboard-typing.wav,keyboard-typing,4999
2-104475-A-37_clock-alarm.wav,clock-alarm,4833
2-104476-A-37_clock-alarm.wav,clock-alarm,5000
2-104877-A-3_cow.wav,cow,5000
2-104952-A-16_wind.wav,wind,4999
2-104952-B-16_wind.wav,wind,4999
2-105270-A-47_airplane.wav,airplane,5000
2-106014-A-44_engine.wav,engine,5000
2-106015-A-44_engine.wav,engine,5000
2-106015-B-44_engine.wav,engine,5000
2-106019-A-13_crickets.wav,crickets,5000
2-106072-A-36_vacuum-cleaner.wav,vacuum-cleaner,5000
2-106073-A-36_vacuum-cleaner.wav,vacuum-cleaner,5000
2-106486-A-44_engine.wav,engine,5000
2-106487-A-44_engine.wav,engine,5000
2-106849-A-47_airplane.wav,airplane,5000
2-106881-A-39_glass-breaking.wav,glass-breaking,4898
2-107228-A-44_engine.wav,engine,5000
2-107228-B-44_engine.wav,engine,5000
2-107351-A-20_crying-baby.wav,crying-baby,4988
2-107351-B-20_crying-baby.wav,crying-baby,4993
2-108017-A-24_coughing.wav,coughing,4998
2-108760-A-14_chirping-birds.wav,chirping-birds,5000
2-108760-B-14_chirping-birds.wav,chirping-birds,5000
2-108761-A-14_chirping-birds.wav,chirping-birds,5000
2-108763-A-9_crow.wav,crow,5000
2-108766-A-9_crow.wav,crow,4999
2-108767-A-9_crow.wav,crow,4997
2-108767-B-9_crow.wav,crow,4968
2-108767-C-9_crow.wav,crow,4984
2-109231-A-9_crow.wav,crow,5000
2-109231-B-9_crow.wav,crow,5000
2-109231-C-9_crow.wav,crow,4999
2-109316-A-32_keyboard-typing.wav,keyboard-typing,4769
2-109371-A-16_wind.wav,wind,5000
2-109371-B-16_wind.wav,wind,5000
2-109371-C-16_wind.wav,wind,5000
2-109371-D-16_wind.wav,wind,5000
2-109374-A-16_wind.wav,wind,4999
2-109505-A-21_sneezing.wav,sneezing,4962
2-109759-A-26_laughing.wav,laughing,4978
2-109759-B-26_laughing.wav,laughing,5000
2-110010-A-5_cat.wav,cat,5000
2-110011-A-5_cat.wav,cat,4999
2-110417-A-28_snoring.wav,snoring,4269
2-110417-B-28_snoring.wav,snoring,2996
2-110613-A-13_crickets.wav,crickets,4999
2-110614-A-8_sheep.wav,sheep,5000
2-110614-B-8_sheep.wav,sheep,5000
2-112213-A-39_glass-breaking.wav,glass-breaking,4931
2-112213-B-39_glass-breaking.wav,glass-breaking,5000
2-114254-A-30_door-wood-knock.wav,door-wood-knock,4781
2-114280-A-0_dog.wav,dog,4900
2-114587-A-0_dog.wav,dog,4974
2-114609-A-28_snoring.wav,snoring,5000
2-114609-B-28_snoring.wav,snoring,4994
2-116400-A-0_dog.wav,dog,4816
2-117116-A-37_clock-alarm.wav,clock-alarm,4955
2-117271-A-0_dog.wav,dog,4998
2-117330-A-28_snoring.wav,snoring,4571
2-117615-A-48_fireworks.wav,fireworks,4958
2-117615-B-48_fireworks.wav,fireworks,4667
2-117615-C-48_fireworks.wav,fireworks,5000
2-117615-D-48_fireworks.wav,fireworks,4789
2-117615-E-48_fireworks.wav,fireworks,4568
2-117616-A-48_fireworks.wav,fireworks,5000
2-117617-A-48_fireworks.wav,fireworks,5000
2-117625-A-10_rain.wav,rain,5000
2-117795-A-3_cow.wav,cow,4999
2-117795-B-3_cow.wav,cow,5000
2-118072-A-0_dog.wav,dog,4952
2-118104-A-21_sneezing.wav,sneezing,4816
2-118459-A-32_keyboard-typing.wav,keyboard-typing,5000
2-118459-B-32_keyboard-typing.wav,keyboard-typing,5000
2-118624-A-30_door-wood-knock.wav,door-wood-knock,5000
2-118625-A-30_door-wood-knock.wav,door-wood-knock,5000
2-118817-A-32_keyboard-typing.wav,keyboard-typing,4990
2-118964-A-0_dog.wav,dog,4897
2-119102-A-21_sneezing.wav,sneezing,4719
2-119139-A-31_mouse-click.wav,mouse-click,5000
